NbNoeuds	TpsGene	TpsBF	TpsDj	RatioAlgos
1			11910200	59000	6500	0.11016949152542373
2			5046500	7700	6300	0.8181818181818182
3			620000	7300	6000	0.821917808219178
4			527300	6700	6100	0.9104477611940298
5			514200	7200	6500	0.9027777777777778
11			2786800	10600	17800	1.679245283018868
12			1763200	5400	4100	0.7592592592592593
13			2279200	6200	4600	0.7419354838709677
14			1740500	5900	6000	1.0169491525423728
15			24917700	18700	16700	0.893048128342246
21			5378600	8000	4400	0.55
22			2848100	7600	2800	0.3684210526315789
23			1695800	2900	2500	0.8620689655172413
24			466600	3400	2400	0.7058823529411765
25			1577300	3500	2400	0.6857142857142857
31			1542000	3100	2400	0.7741935483870968
32			2347900	10200	3900	0.38235294117647056
33			3213500	3100	2500	0.8064516129032258
34			1864800	3300	2500	0.7575757575757576
35			2292500	10600	3300	0.3113207547169811
41			2475500	3800	2500	0.6578947368421053
42			4122800	6900	3100	0.4492753623188406
43			9622900	7200	2200	0.3055555555555556
44			11048900	5500	2300	0.41818181818181815
45			2329400	4900	2700	0.5510204081632653
51			12423200	6800	2500	0.36764705882352944
52			5106600	4200	2300	0.5476190476190477
53			12232400	6600	2700	0.4090909090909091
54			13322000	12000	2700	0.225
55			1894800	6000	2400	0.4
61			17736600	13700	2700	0.19708029197080293
62			2125400	9000	15400	1.711111111111111
63			1453800	6900	6600	0.9565217391304348
64			30142800	9900	11500	1.1616161616161615
65			16317700	11100	2900	0.26126126126126126
71			7461400	13000	3500	0.2692307692307692
72			4586400	10700	2500	0.2336448598130841
73			14255900	8000	2400	0.3
74			14928100	13600	3400	0.25
75			16397200	17800	11900	0.6685393258426966
81			462127700	15500	4900	0.3161290322580645
82			31481800	45800	6100	0.1331877729257642
83			13012900	6000	3000	0.5
84			8063600	12500	14200	1.136
85			6770900	9400	3200	0.3404255319148936
91			6088600	17100	3100	0.18128654970760233
92			13298400	12000	3100	0.25833333333333336
93			55449700	16600	3300	0.19879518072289157
94			4624700	12000	5300	0.44166666666666665
95			29282700	18600	4200	0.22580645161290322
101			44824600	19900	4700	0.23618090452261306
102			23632300	17500	16500	0.9428571428571428
103			138986400	15800	18400	1.1645569620253164
104			80123600	15000	9400	0.6266666666666667
105			52511200	18800	15300	0.8138297872340425
201			296840200	20000	16200	0.81
202			348009700	17500	3800	0.21714285714285714
203			832020000	20200	23800	1.1782178217821782
204			602902500	66700	104600	1.568215892053973
205			492648000	18900	4100	0.21693121693121692
301			1155241800	21300	15100	0.7089201877934272
302			250985700	20500	19600	0.9560975609756097
303			44474500	20500	15200	0.7414634146341463
304			846357200	21300	6300	0.29577464788732394
305			137349700	20900	19400	0.9282296650717703
401			1338573400	20100	16400	0.8159203980099502
402			4731869900	21800	10500	0.481651376146789
403			779141600	24700	18900	0.7651821862348178
404			1036715300	21000	13400	0.638095238095238
405			1533528700	18600	18500	0.9946236559139785
501			185187500	20200	8300	0.41089108910891087
502			5944445500	21400	5500	0.2570093457943925
503			913123200	20400	19600	0.9607843137254902
504			11587713900	20800	3600	0.17307692307692307
505			2127194500	202400	5100	0.025197628458498024
601			2115676900	19800	3600	0.18181818181818182
602			15432511600	24200	19000	0.7851239669421488
603			2685876800	22100	19200	0.8687782805429864
604			4213453600	19500	15800	0.8102564102564103
605			699232200	19300	19700	1.0207253886010363
701			29223541300	243500	4100	0.016837782340862424
702			15576872200	23300	19400	0.8326180257510729
703			9974473200	39900	20700	0.518796992481203
704			21835869400	20700	7900	0.38164251207729466
705			16984228500	119500	19300	0.16150627615062763
801			35690977500	2256300	19900	0.008819749146833311
802			6170843000	24600	25100	1.0203252032520325
803			8365576000	27500	18100	0.6581818181818182
804			49513870400	82000	19200	0.23414634146341465
805			4746324100	24400	19500	0.7991803278688525
901			32618355100	69100	30900	0.447178002894356
902			13891525600	25600	25600	1.0
903			52324503600	177000	8400	0.04745762711864407
904			52237539100	22000	15100	0.6863636363636364
905			30259502100	224100	19700	0.08790718429272647
